,Unnamed: 0,Date,User,tweet
556,556,2022-10-11 16:14:01+00:00,sdshuresh,employees sacked as they took advantage of work from home and worked parallely with another company this pattern is called moonlighting and it was detect thru pf contribution serving more than one employer at the same time this is what can do
557,557,2022-10-11 15:55:53+00:00,AparSureka,for a k employee company attrition rate of means almost staff leaving every day
558,558,2022-10-11 15:50:22+00:00,MirrorNow,wipro moonlighting stock market investor decodes how did wipro catch moonlighters
559,559,2022-10-11 15:49:59+00:00,moneycontrolcom,weeks after wipro fired of its employees for moonlighting a theory is viral on twitter on how the tech giant found out who among them were working two jobs heres what that is
560,560,2022-10-11 15:11:21+00:00,latestly,infosys president ravi kumar s resigns ahead of its second quarter earnings announcement
561,561,2022-10-11 14:52:20+00:00,moneycontrolcom,top tech and startup news this evening toplevel exit at infosys india to race past the us in online retail india looks to fasten g adoption sign up for the newsletter
562,562,2022-10-11 14:29:17+00:00,ashokbantu,the main companies like wipro will show fake experience resource to clients and grab more money and earn money but people should not earn money what kind attitude is u rs removing people is very sad thing guys dont join
563,563,2022-10-11 14:12:37+00:00,Chandramani2302,dont see anything wrong with firing because of moonlighting its unethical period
564,564,2022-10-11 14:03:20+00:00,umakannann,announces the resignation of its president ravi kumar
565,565,2022-10-11 13:59:44+00:00,ardorcomm,moonlighting will not be accepted at tata consultancy services by ardorcomm news network
566,566,2022-10-11 13:37:14+00:00,Marketsmojo,attrition rate increased to in the sept quarter however tcs management expects the rate to ease in the coming quarters for more
567,567,2022-10-11 13:25:41+00:00,allthatrending,infosys on tuesday announced the resignation of the companys president ravi kumar s effective october
568,568,2022-10-11 13:13:18+00:00,moneycontrolcom,hits out on after peers and the company said its position on the matter has been communicated to employees though no action has been taken against anyone so far watch
569,569,2022-10-11 12:40:59+00:00,TheMohitTanwani,infosys a global leader in nextgeneration digital services and consulting today announced the resignation of ravi kumar s president the resignation is effective october source
570,570,2022-10-11 12:36:45+00:00,CNBCTV18News,do you also wonder how do companies catch employees who indulge in moonlighting twitter user broke it down in a viral twitter thread read more on this
571,571,2022-10-11 12:10:27+00:00,bsindia,the incident in september involving workers of company created a flutter over unethical behaviour in the workplace it caused a stir among employees amp employers across sectors in
572,572,2022-10-11 11:58:14+00:00,SrinivasUppu9,employer make employees work hrs a day that is ethical nd if the same do jobs d same time is unethical is innovative to be encouraged with different shifts reconsider decision
573,573,2022-10-11 11:55:04+00:00,TheEnlightIndia,one of the top indian firms infosys ordered executives to avoid hiring indian origin candidate amp women lawsuit filed the vice president of its american leg files the case in us courts
574,574,2022-10-11 11:53:00+00:00,LogicalIndians,milind lakkad its chief human resources officer told reporters that it would consider all the relevant dimensions while formulating its final perspective on the issue which has dominated headlines for the last few weeks
575,575,2022-10-11 11:11:47+00:00,latestly,moonlighting tcs issues statement says moonlighting against core values no action taken against any staff
576,576,2022-10-11 10:45:14+00:00,learnowx,instead lets talk about the reason what caused these workers to work simultaneously for several companies
577,577,2022-10-11 10:31:55+00:00,inteachings,attend days in company days in other jobs done technic
578,578,2022-10-11 10:22:29+00:00,mittshah,what is attrition called in hindi blown out of proportion
579,579,2022-10-11 10:03:26+00:00,yogesa,employees provident fund data tip blows off moonlighting cover in it sector data experts believe that the recent sacking of techies over alleged moonlighting via
580,580,2022-10-11 09:25:02+00:00,prateekshyaray,employees sacked as they took advantage of work from home but worked parallely with other companies is a crime
581,581,2022-10-11 09:24:36+00:00,MPS_Tweets,fired employees for overworking including their and other company but part of government employees not working one job properly are staying and causing troubles for public lesson those who work have to pay for everything amp those not can loot everything
582,582,2022-10-11 09:08:10+00:00,dRichFitt,while the q outlook looks stable attrition remains major constraint going fwd resource switching likely to slow down amp hence margin to go post but no denying on slowing growth from euro and americas stay cautious
583,583,2022-10-11 09:03:35+00:00,ETHrWorld,lakkad said that unlike peers like which announced a sacking of over employees recently has not taken any action against any employee
584,584,2022-10-11 08:41:49+00:00,shraddhamrkt,q earnings preview acquisitions to drive revenue up moonlighting views in focus analysts expect constant growth of percent on a quarterly basis
585,585,2022-10-11 08:30:00+00:00,soundarc2001,wipro fires staff for moonlighting has cast of its indian staff out on grounds that they had obtained secondary employment without consent the crackdown on has been received with mixed feedback praised by some and criticised by others
586,586,2022-10-11 08:29:10+00:00,CapitalistWing,moonlighting employees are being fired by companies there is nothing wrong with this it is just that your main company doesnt want you to divert your attention from it and it is a free market so go and look for another job
587,587,2022-10-11 08:20:06+00:00,BusinessNewsTo3,indian it firm set to release q fy results today
588,588,2022-10-11 08:19:57+00:00,cricket_fundas,indian it firm set to release q fy results today
589,589,2022-10-11 07:38:33+00:00,pickrightIn,qfy cons revenue rs cr cons pat cr crosses k cr for first time cc growth qoq margin better than in q but below in qfy orderbook bn attrition on a downtrend currently at rssh
590,590,2022-10-11 07:30:00+00:00,feedmileapp,moonlighting ethical issue unlike wipro which announced a sacking of over employees recently tcs have not taken any action against staffs said chief human resources officer of tcs
591,591,2022-10-11 07:28:05+00:00,anuragrobin,a side job is a hustle as long as one is honest amp dedicated to both roles performing duties wo compromisingdegrading the quality of work being delivered amp no conflict of interest with the nature of work you deserve to be recognized amp not terminated
592,592,2022-10-11 07:19:40+00:00,KanakkuPoduvom,announced q results amp clarified in line with amp has been sued for in hiring policies in the
593,593,2022-10-11 07:00:16+00:00,jais_george,tcs says moonlighting ethical issue no action taken against any staff
594,594,2022-10-11 06:52:19+00:00,sanvai,tcs says attrition has peaked but supply constraints for it sector remain
595,595,2022-10-11 06:37:14+00:00,CNBCTV18News,jumps for th consecutive quarter to but it company says peak has been reached even as quality talent supply continues to be a concern catch amp exclusive chat with management
596,596,2022-10-11 06:30:21+00:00,jais_george,tcs hiring slows drops below in sept quarter attrition stays high
597,597,2022-10-11 06:19:50+00:00,Tweet2PBee,operational efficiency due to and attrition of no surprise that was labelled as sarkari company the margins better also due to
598,598,2022-10-11 05:34:36+00:00,Valliappanv,qfy earnings tcs qfy cons qoq revenue at cr vs cr up pat at cr vs cr up ltm attrition at vs qoq ebit margin at vs qoq net employee addition at
599,599,2022-10-11 05:30:20+00:00,jais_george,of tcs employees to get full variable pay in q
600,600,2022-10-11 05:03:54+00:00,GoodReturnsIN,says ethical issue no action taken against any
601,601,2022-10-11 04:45:43+00:00,spselvablogg,qfy earnings tcs qfy cons qoq revenue at cr vs cr up pat at cr vs cr up ltm attrition at vs qoq ebit margin at vs qoq net employee addition at
602,602,2022-10-11 04:39:12+00:00,Nik_Inamdar,indias largest it company has posted strong numbers despite a tough global environment but attrition in the last months spiked to a record highlighting the continued difficulty indian software giants are facing in retaining employees
603,603,2022-10-11 04:37:27+00:00,moneycontrolcom,tcs joins ranks with rivals infosys and wipro on moonlighting says it is against its core values and culture do you agree let us know in the comments section
604,604,2022-10-11 04:25:48+00:00,IpJagruti,moonlighting is an ethical concern and goes against tcss core values the company stated on monday despite this no staff members have been punished
605,605,2022-10-11 04:20:24+00:00,bsindia,tcs says moonlighting ethical issue no action taken against any staff read more in our top headlines
606,606,2022-10-11 04:02:09+00:00,Dealmoneysecur,the company believe that quarterly annualized attrition has peaked in q and should see it taper down from this point follow
607,607,2022-10-11 03:55:50+00:00,nikhildethe18,tcs netprofit crore which was rise of yoy change in revenue and qoq change and attrition is
608,608,2022-10-11 03:45:20+00:00,RitikaWali,what is the age of those executives do they have children at home if yes then they must be fired immediately
609,609,2022-10-11 03:30:00+00:00,thenewsminute,tcs says moonlighting an ethical issue reminds employees of commitment
610,610,2022-10-11 03:08:53+00:00,Equity_alpha,deal win strong ebit margin improvement after quarters of decline led by currency gain attrition as per management peaked off this quarter revenue growth on expected lines lower hiring will take some pressure off from mid amp small it
611,611,2022-10-11 03:06:52+00:00,SunjayJK,s didnt have a problem with those employees on weekends etc with consent of bosses but rightly with those working for direct competitors
612,612,2022-10-11 02:59:17+00:00,Mave_05,moonlighting thread
613,613,2022-10-11 02:56:04+00:00,bulletin_top,tcs stated on october that moonlighting was an ethical issue that violated the companys core values and culture but no action has been taken against employees read more below
614,614,2022-10-11 02:55:06+00:00,ETNOWlive,live cfo samir seksaria amp chro milind lakkad on the companys qfy performance margins attrition and more watch
615,615,2022-10-11 02:37:49+00:00,Pradeepbpandey,atleast employees were working and doing moonlighting na just look at they have abonded the office not doing any work my parcel is due from rd oct and yet they have bad weather conditon and shifted my date again for delivery ss from yesterday
616,616,2022-10-11 02:34:57+00:00,moneycontrolcom,it giant tcs said that was an ethical issue and was against the companys core values as well as culture but so far no action has been taken against employees working a side job read on
617,617,2022-10-11 02:26:28+00:00,ETNOWlive,moonlighting tcs calls it ethical issue no action taken against any staff
618,618,2022-10-11 02:03:03+00:00,Milind4profits,tcs results growth doesnt excite me what is getting me bullish here is the increase in margin and tapering down of attrition recession risks still access but valuations getting attractive
619,619,2022-10-11 01:59:09+00:00,KomalSecurities,posted there numbers yesterday after market hours which was below the market estimates company is facing expenses and attrition rate above than
620,620,2022-10-11 01:55:18+00:00,bsindia,tcs has said it will hire at least to freshers in the ongoing year as the attrition rate remains above reports
621,621,2022-10-11 01:45:14+00:00,bsindia,indias largest it services exporter tcs has said that moonlighting is an ethical issue and against its core values but has not taken any action against any staff
622,622,2022-10-11 01:36:00+00:00,dna,against core values and culture s stance on read here
623,623,2022-10-11 01:30:00+00:00,bqprime,has said that moonlighting is an ethical issue and against its core values but has not taken any action against any staff
624,624,2022-10-11 01:00:02+00:00,snambi,they should have been promoted instead of being fired proved that it is a sweat shop
625,625,2022-10-10 18:32:03+00:00,odia_raja,is this happened only with or any other company also took stand like this
626,626,2022-10-10 17:40:04+00:00,Narendr_24,now a day amp not able to control attrition rate so its too far story about flop story already we experienced tcs buyback few months back if they want stability then need to reduce attrition rate on priority for better business growth in reality
627,627,2022-10-10 17:32:28+00:00,AmaravatiRise,said net hired new employees during the quarter taking the total workforce strength to it said womens share in the workforce was percent the last twelvemonth attrition rate was percent
628,628,2022-10-10 17:23:54+00:00,TheNachiket,we believe is an issue and it is against our core values and culture in general the chief human resources officer milind lakkad said
629,629,2022-10-10 17:22:04+00:00,equitybulls,tcs workforce increases to as on sep
630,630,2022-10-10 17:15:31+00:00,stocks_in,hits out at moonlighting after and wipro says against core values and culture automated tweet
631,631,2022-10-10 17:11:06+00:00,dellyranksindia,tcs says moonlighting ethical issue no action taken against any staff
632,632,2022-10-10 16:52:11+00:00,_Agraj_Jain,how is an ethical issue if i have the time and ability to do the job
633,633,2022-10-10 16:12:36+00:00,bsindia,tcs said moonlighting is an ethical issue and against its core values but has not taken any action against any staff
634,634,2022-10-10 15:54:18+00:00,anish_nanda,hits out at after infosys and wipro says against core values and culture
635,635,2022-10-10 15:40:29+00:00,AshVerma111,but hiring at sub associates added in q attrition vs qoq but management confident it has peaked out
636,636,2022-10-10 15:22:06+00:00,rahulsinghvi4,top down beat quarterly profit crosses k crore for the st time attrition high at but mgmt says its peaked out demand drives growth but hiring lower at vs qoq deal wins steady at bn stock vs nifty it trades at x fy pe
637,637,2022-10-10 14:52:39+00:00,TheWeekLive,chief hr officer of calls an ethical issue
638,638,2022-10-10 14:51:54+00:00,NLCnewsnetwork,wipro employees sacked as they took advantage of work from home and worked parallely with another company
639,639,2022-10-10 14:33:16+00:00,SBK_analysis,result co declared a second interim dividend of rupees per equity share q operating margin at q ltm it services attrition rate at q net headcount addition of
640,640,2022-10-10 14:31:36+00:00,anand017,if they did so goodif i had run the company i wouldnt have fired them we have no idea of what their financials look like and some people are desperately trying to make ends meet
641,641,2022-10-10 14:11:52+00:00,CNBCTV18News,reported an allround beat in terms of profit revenue and margins quarterly profits crossed cr for the first time margins have expanded to but attrition continues to rise and has hit in here with the report card
642,642,2022-10-10 14:04:41+00:00,indiacom,what tcs said on
643,643,2022-10-10 14:02:46+00:00,pankajladha_,under the ongoing world crisis tcs shined with its numbers revenue yoy pat crosses k cr for first time ever best part is about attrition which seems to peak now technology can be a good contra call in this result season
644,644,2022-10-10 14:01:14+00:00,AoI_VenturesLtd,should see compensation expectations of experienced professionals moderate co believe quarterly annualised attrition has peaked in q tcs seeing pockets of softness in insurance industry in us co seeing subcontract costs coming down and expect this to continue
645,645,2022-10-10 13:58:06+00:00,AoI_VenturesLtd,q ltm it services attrition rate at q net head count addition of demand for cos services continues to be very strong co says headwings from supplyside challenges abating sets co up well for seasonally weak h order book bn
646,646,2022-10-10 13:47:31+00:00,anish_nanda,woes may subside says employee addition tapers down via
647,647,2022-10-10 13:45:18+00:00,DoctorMoneyX,after watching tcs result i was thinking not about demand profitability due to more hiring of freshers with same yr old package to combat attrition i m always bullish on mid cap it stocks happy investing
648,648,2022-10-10 13:41:42+00:00,anish_nanda,hits out at after infosys and wipro says it is against tcs core values and culture
649,649,2022-10-10 13:37:29+00:00,moneycontrolcom,tata consultancy services said that was an ethical issue and was against the companys core values as well as culture but so far no action has been taken against employees working a side job read on
650,650,2022-10-10 13:27:35+00:00,moneycontrolcom,tcs hits out at moonlighting after and read the highlights from the tcs announcement
651,651,2022-10-10 13:20:57+00:00,TechCircleIndia,tcs says it has honoured job offers expects attrition to ebb in h
652,652,2022-10-10 13:12:07+00:00,dakshaydesai,commentary was important i see confident commentary and attrition picked is keyword i can say in full commentary have to underline important points so growth and attrition
653,653,2022-10-10 13:11:50+00:00,jayant8kk,tcs ceo on moonlighting its clearly mention in our employee guidelines that you cannot work at other orgs while working with us
654,654,2022-10-10 13:07:30+00:00,senmeghna,management makes stand clear on moonlighting we believe is an ethical issue and its against our tcs core values and culture in general
655,655,2022-10-10 12:56:44+00:00,SrishtiSharma_,nifty earning thread slight beat on net profit amp cc growth rest in line deal win flat bn key highlights in commentary demand very strong on track to achieve operating margin target qtrly annualized attrition has peaked in q amp should taper now
656,656,2022-10-10 12:42:07+00:00,bourse_academy,top down beat quarterly profit crosses k crore for the st time attrition high at but mgmt says its peaked out demand drives growth but hiring lower at vs qoq deal wins steady at bn stock vs nifty it trades at x fy pe
657,657,2022-10-10 12:30:00+00:00,gsscoreofficial,moonlighting
658,658,2022-10-10 12:28:59+00:00,sagarjainmp,good results from net profit of cr declares an interim dividend of rs the attrition rate is high at but the management is confident of containing the attrition rate q order book billion
659,659,2022-10-10 12:26:28+00:00,profits_trade,solid qfy rev cr yoy in cc retail n cmi verticals lead the growth north america europeuk performs opm pat crosses k cr for first time ever orderbook bln dollarsholding up well says attrition has peaked out div of rs for qfy
660,660,2022-10-10 12:17:25+00:00,jack_of_all____,q earnings revenue growth however operating margins are going down now at down pp this qtr and down compared to historic margins of attrition rate still high at eps of annualised of stock is trading at pe at rs
661,661,2022-10-10 12:14:57+00:00,menakadoshi,revenue mn up qoq constant currency growth qoq net profit rs cr up qoq operating margin order book billion ltm attrition rate net headcount cc growth doesnt betray big slowdown as yet attrition peak
662,662,2022-10-10 12:07:27+00:00,senmeghna,says attrition has peaked out
663,663,2022-10-10 12:07:00+00:00,I_vishnu_nair,diverse and inclusive workplace women in the workforce nationalities building a gampt workforce million learning hours clocked million competencies acquired ltm it services attrition rate at dividend per share
664,664,2022-10-10 12:04:27+00:00,Gauravfaria32,alright cc at vs thats fucking beat margin at vs expectation thats fucking bps beat attrition at this will be peak tcs on the way to achieve margin tcs fiis my boy
665,665,2022-10-10 11:59:44+00:00,arunkumar_cms,tcs attrition rate is still headwinds ongoing
666,666,2022-10-10 11:54:26+00:00,beinglimitlesss,dividend rs pat crossing k cr attrition has peaked out strong numbers from the giant better than expected results now commentary is important
667,667,2022-10-10 11:51:40+00:00,blitzkreigm,tcs numbers beat estimates co says attrition has peaked tcs call has max open interest but we also saw seeing some build up in and calls some on the street were hopingplaying for a good set by buying the call
668,668,2022-10-10 11:47:14+00:00,STOCKBAGGER1,result co declared a second interim dividend of rupees per equity share q operating margin at q ltm it services attrition rate at q net headcount addition of
669,669,2022-10-10 11:46:38+00:00,DevinaSengupta,tcs confirms it has honoured all job offers made hence no delays or phased onboarding for estimates to ebb as compensation expectations of experienced professionals moderate attrition in q
670,670,2022-10-10 11:44:42+00:00,CNBCTV18News,profit beats street crosses cr for first time margin beats estimate attrition rises to speaks to moshe katri md equity research wedbush securities
671,671,2022-10-10 11:42:48+00:00,WithRitesh,great set of numbers from beats on all parameters rev cr up yoy in cc cr np club attrition coming down margins improvement and cfo says more will come stock currently close to lows along with entire it pack good bounce back on cards
672,672,2022-10-10 11:40:03+00:00,Gaurav_aesm,tcs q st cut rs revenue margin attrition dollar revevue up demand continued to be strong rajesh gopinath
673,673,2022-10-10 11:38:38+00:00,nid_rockz,tcs solid qfy rev cr yoy in cc retail n cmi verticals lead the growth north america europeuk performs opm pat crosses k cr for first time ever orderbook bln dollarsholding up well says attrition has peaked out div of rs for qfy
674,674,2022-10-10 11:38:13+00:00,santoshjsh,result is fine its not excellent but the downward slide has stopped no bad news is a good news attrition is still high this will reflect in performance this week should belong to it now
675,675,2022-10-10 11:33:07+00:00,EquityBuzzz,qfy rev cr yoy cc rev growth yoy order book bn book to bill at opng margin yoy net income cr yoy net cash from ops cr of net income headcount added workforce attrition dvd rs
676,676,2022-10-10 11:31:05+00:00,ETNOWlive,q saw strong broadbased growth for all services in q expect attrition to start to taper down in octmar last months attrition rate at in julsep
677,677,2022-10-10 11:29:17+00:00,gvkreddi,tcs cons revenue rs cr cons pat cr crosses k cr for first time cc growth qoq margin better than in q but below in qfy orderbook bn attrition on a downtrend currently at dividend rssh
678,678,2022-10-10 07:39:50+00:00,monkhire,wipro has sent an advisory mail to its indian employees to work from office at least thrice a week starting october
679,679,2022-10-10 05:13:57+00:00,mydhanushapp,is likely to report an improved sequential growth in revenue and profit for the september quarter among key things to watch out for will be attrition rate ebit margin outlook rupee depreciation benefit and deal wins
680,680,2022-10-10 02:47:47+00:00,ndhasmana,future of it organisations where the organisations are firing talent on the name of ethics yet to understand their ethics towards culture people and supported by government
681,681,2022-10-10 02:23:53+00:00,KomalSecurities,today it sector leader going to post there result where we expect margin pressure due to higher higher expenses reason tcs hired many techies with retention bonus which they gave most of the people in q itself
682,682,2022-10-09 17:20:20+00:00,deepakreliablee,somebody told me that india it industry will be very weak bcz of ai n other such tools many staff will be fired n pay shall be halfed etc me y r wrong
683,683,2022-10-08 21:37:49+00:00,cloudnloud,tomorrow indian time am ist find the meeting link in the below meeting invite
684,684,2022-10-08 18:22:44+00:00,Startupsindia_1,wipro and tcs came up with a backtooffice policy to counter moonlighting
685,685,2022-10-08 03:00:12+00:00,jais_george,employees provident fund data tip blows off moonlighting cover in it sector
686,686,2022-10-07 20:10:20+00:00,umbermishraa,does anyone has to say about this
687,687,2022-10-07 11:32:28+00:00,viswaram,my cousin writes online examinations under a webcam if he takes the eyes off the screen or opens a new tab the exam screen self terminates plan to offer a similar solution to prevent esp for
688,688,2022-10-07 10:44:55+00:00,LokMarg,why oldschool tech firms hate moonlighting explains rishabh verma a seasoned it professional
689,689,2022-10-07 09:52:00+00:00,AryanxSameer,pura khel ab ke hath me hai order book and attrition will be the most important thing to track imo theyll face pressure from both us amp eu biz the depreciation benefit will be marginal compared to the ve impact on the top line downside seems limited
690,690,2022-10-07 05:34:15+00:00,RohitRadhakri10,moonlighting if a director at a company can be directors of multiple companies isnt that cheating as well
691,691,2022-10-06 11:23:27+00:00,udayam_official,wipro asks employees to work from office at least days a week amid moonlighting concerns
692,692,2022-10-06 08:17:03+00:00,santoshjsh,few days ago i said it may rally it seems lot of people believe that stocks are doing well this can accelerate if tcs shows attrition is down very likely case as companies have withdrawn offer letters
693,693,2022-10-06 08:13:09+00:00,CNBCTV18News,amid concerns tells employees to return to the office from oct at least days a week read on for more details
694,694,2022-10-06 05:11:18+00:00,NITESenate,accused just to end work from home
695,695,2022-10-05 11:25:00+00:00,TimesNow,asks employees to work from office at least days a week amid concerns
696,696,2022-10-05 08:25:18+00:00,martianhooman,moonlighting is just a drama created by indian it companies to end wok from home nothing else
697,697,2022-10-05 04:13:27+00:00,ETNOWlive,wipro asks employees to work from office at least days a week amid moonlighting concerns
698,698,2022-10-04 22:54:09+00:00,dellyranksindia,wipro urges employees to come to office at least thrice a week
699,699,2022-10-04 16:48:48+00:00,SlayerSystem,were these guys also moonlighting before joining the company
700,700,2022-10-04 12:44:10+00:00,AkritaReyar,as a phenomenon has set off a debate you might just be surprised to read the views of it minister rajeev chandrasekhar
701,701,2022-10-04 09:56:56+00:00,santoshjsh,can rally after the this result season attrition is likely to cool off
702,702,2022-10-03 16:05:48+00:00,golukr,i believe freshers were involved in moonlighting
703,703,2022-10-02 04:29:38+00:00,shivani_bose4,the unemployed people when they find out people are holding down jobs together while they dont have a single job
704,704,2022-10-01 06:42:45+00:00,TheQuint,after terminated the services of employees over them working for its competitors while being on the companys payroll there were conversations around the legality and ethics of moonlighting in india report by rohini roy
705,705,2022-10-01 05:09:01+00:00,letsKnow_it,moonlighting is the concept of taking on work outside of your regular job it used to be reserved for people who were either underemployed or in serious financial need
706,706,2022-09-30 16:02:12+00:00,vcj_co,attention whose aggregate turnover exceeds rs crore in any generating is mandatory wef october
707,707,2022-09-30 11:45:38+00:00,rutadeep,cutting salary of employees in every month and saying is illegal wilp students doing work of a regular employee with k k stipend per month is called good work life balance here we also have a family to feed
708,708,2022-09-30 08:50:19+00:00,welkin_official,uniteitorg providing minimum wage with no relevance to current inflation in basic commodities and dictating what workers do out of their working time is autocratic
709,709,2022-09-30 08:28:46+00:00,UNITEITORG,providing minimum wage with no relevance to current inflation in basic commodities and dictating what workers do out of their working time is autocratic
710,710,2022-09-30 07:39:25+00:00,_jp_kumar,teaching my son will be counted as moonlighting or not note he pays me in hugs and kisses
711,711,2022-09-30 06:56:27+00:00,siddeshas1999,also fired employees for moonlighting they are having such robust background check processes why it was not caught at the time of joining also wipro itself is delaying the onboarding of so many freshers and wasting the precious time of their careers
712,712,2022-09-30 06:55:54+00:00,siddeshas1999,infosys warns employees on moonlighting says could lead to termination and sir narayan murthy founded while working with patni computer systems isnt this is what we call hypocrisy
713,713,2022-09-30 05:47:19+00:00,Allaboutcharts1,is our notwithstanding coming to a year old trendline support should be a good bet
714,714,2022-09-29 11:51:34+00:00,bsindia,ever since tweaked its rules to allow employees to take up parttime jobs it industry biggies like amp have been publicly denouncing watch the video to understand what is moonlighting
715,715,2022-09-29 09:30:14+00:00,latestly,what is moonlighting why is everyone talking about it know everything about the practice adopted widely by employees during work from home culture
716,716,2022-09-29 08:10:33+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
717,717,2022-09-29 08:08:58+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
718,718,2022-09-29 08:07:03+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
719,719,2022-09-29 08:05:19+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
720,720,2022-09-29 08:01:17+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
721,721,2022-09-29 07:59:51+00:00,0Hindustani0,when you do layoff is it ethical who will take responsibilities of those employees and their family
722,722,2022-09-29 05:58:24+00:00,StartupXperts,is ok or not read our founder shyam sekar perspective here
723,723,2022-09-29 05:09:00+00:00,SaffronDelhite,could have always counselled those who are and stood tall but chose to name shame cos we believe azim premji is a philanthropist amp doodh ka dhula being nice empathetic is more leader like than being a
724,724,2022-09-29 04:30:17+00:00,jais_george,moonlighting an idea whose time has come or just plain cheating
725,725,2022-09-29 02:29:38+00:00,theraisinahills,moonlighting once made indian docs millionaires in us by s jha for read
726,726,2022-09-28 13:49:40+00:00,cricmaddster,gehlot saab want to be president amp cm both moonlighting
727,727,2022-09-28 12:18:21+00:00,theaspiringceo5,moonlighting doing a second job with a fulltime job has been a practice among the lowerincome strata for years after wipro fired its employees moonlighting gained the spotlight
728,728,2022-09-28 07:30:38+00:00,boomlive_in,a buzzword on the internet over the past few days has come into the limelight particularly after techgiant fired employees found indulging in moonlighting why are employees losing their jobs over it find out
729,729,2022-09-28 05:53:20+00:00,MVReddy_speaks,and have taken a stand on moonlighting doesnt mind if an employees side hustles without lowering the companys standards rishad premji calls it deceptive whats your take on it
730,730,2022-09-28 05:02:27+00:00,TopDAlliance,what do you think about moonlighting
731,731,2022-09-28 03:30:13+00:00,jais_george,it firms reach out for legal help to address moonlighting among staff
732,732,2022-09-28 03:24:05+00:00,sriganeshr,does owners or cxos sitting on different boards also considered as
733,733,2022-09-27 19:09:57+00:00,Crypts0ul,doing trading along with work is that moonlighting
734,734,2022-09-27 17:17:25+00:00,BNauhria,cacophony over moonlighting will a moonlit employee not keep on thinking about the moon during his main day job can government as an employer allow it for its own staff wipro appears to be right in discouraging moonlighting but it must take back its staff
735,735,2022-09-27 16:54:00+00:00,sanchitg14,moonlighting can get you fired ask
736,736,2022-09-27 14:00:24+00:00,TrendingTesting,fires employees found to be moonlighting for competitors
737,737,2022-09-27 11:48:33+00:00,ekvity,moonlightingis this a recent trend no its not startups such as flipkart freshworks etc have been formed as the founders were moonlighting sources economic times times of india tweets firstpost
738,738,2022-09-27 11:39:32+00:00,THEFREEMEDIA2K,work from home three days a week or face consequences tcs warns staff in an email
739,739,2022-09-27 11:06:59+00:00,BlogsWire,moonlighting puzzles the it industry by
740,740,2022-09-27 11:00:16+00:00,jais_george,should we be making a difference between moonlighting for money or for passion
741,741,2022-09-27 08:35:55+00:00,anish_nanda,the options before employees fired over what the law says
742,742,2022-09-27 08:01:04+00:00,boomlive_in,a buzzword on the internet over the past few days has come into the limelight particularly after techgiant fired employees found indulging in moonlighting why are employees losing their jobs over it find out
743,743,2022-09-27 06:18:02+00:00,AsianaTimes,indias it minister supports moonlighting and predicts the demise of captive models of businesses
744,744,2022-09-27 05:23:50+00:00,Abhishek44sahu,can employees fired over claim back their jobs thread
745,745,2022-09-27 05:10:01+00:00,moneycontrolcom,moneycontrol spoke to a few corporate lawyers to clear the fog around the legal aspects of what constitutes the practice what can make organisations fire amp does the law offer a silver lining for the employees by
746,746,2022-09-27 01:58:24+00:00,AnshuMishra3,accused by techies for delay in onboarding
747,747,2022-09-27 01:29:42+00:00,dna,this business supports s stance against
748,748,2022-09-27 00:34:38+00:00,MJsPolitique,once i have logged outthe time is mine and who are you to dictate to us where to go and what to do could you please reveal what the billing price is given by the clients and how much you actually pay us i dont see anything wrong with moonlighting
749,749,2022-09-26 22:14:12+00:00,TilakB14,crazy how moonlighting does not apply to directors and senior management of company even when their salary is way too high and have critical role
750,750,2022-09-26 16:33:35+00:00,sairoyal7msd,is not just for earning moneyit makes people to showcase their skills and build up their own careerit is not offense to do moonlighting because they are doing their office work at working hours and doing other work at free time
751,751,2022-09-26 11:19:19+00:00,Ramesh_Reddy_T,and is talking about moonlighting and ethics refer url for full article
752,752,2022-09-26 10:06:19+00:00,ZeeNewsEnglish,debate on intensifies business magnate backs brushes aside comparison with
753,753,2022-09-26 08:00:09+00:00,boomlive_in,a buzzword on the internet over the past few days has come into the limelight particularly after techgiant fired employees found indulging in moonlighting why are employees losing their jobs over it find out
754,754,2022-09-26 07:26:35+00:00,KapilKu01957820,does it count
755,755,2022-09-26 05:16:58+00:00,cadeepakbaisla,is moonlighting legal in india or not or shall companies allow moonlighting what u guys think let me know your comments below startroot fintech
756,756,2022-09-26 04:47:45+00:00,OfflGoogle,sacks employees for what is it explained for more updates follow
757,757,2022-09-26 02:40:27+00:00,ETNOWlive,moonlighting between and industrialist harsh goenka picks a side heres what he said
758,758,2022-09-26 01:02:00+00:00,AnshuMishra3,founders of flipkart freshdesk were at their jobs says harpreet singh saluja of nites
759,759,2022-09-25 19:55:47+00:00,amableati,of were at their jobs says president of
760,760,2022-09-25 17:37:49+00:00,tamu20,if is wrong why do so many individuals are directorsboard members of multiple institutionscompanies is that correct
761,761,2022-09-25 14:56:46+00:00,ETNOWlive,debate heats up after fires is it cheating or the new normal
